is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,reserved_room_type,assigned_room_type,booking_changes
0,107,2015,July,27,2,2,5,A,A,0
1,47,2015,July,27,2,2,5,G,G,0
0,96,2015,July,27,2,2,5,A,A,0
0,113,2015,July,27,2,2,5,E,E,0
0,90,2015,July,27,2,2,5,A,B,1
0,50,2015,July,27,2,2,5,E,F,1
0,113,2015,July,27,2,2,5,D,D,0
0,93,2015,July,27,2,3,8,A,A,0
0,76,2015,July,27,2,4,10,D,D,0
0,3,2015,July,27,2,0,1,A,C,0
0,1,2015,July,27,2,0,1,H,H,0
0,1,2015,July,27,2,0,1,C,C,0
0,0,2015,July,27,2,0,1,H,H,0
0,0,2015,July,27,2,0,1,A,D,0
0,0,2015,July,27,2,0,1,G,G,0
0,14,2015,July,27,2,0,2,A,C,0
0,10,2015,July,27,2,0,2,G,G,0
0,5,2015,July,27,2,0,2,E,E,0
0,17,2015,July,27,2,0,3,F,F,0
0,93,2015,July,27,2,0,3,A,C,0
1,3,2015,July,27,2,0,3,A,A,0
0,10,2015,July,27,3,0,2,G,H,0
0,3,2015,July,27,3,0,2,A,C,0
0,51,2015,July,27,3,0,2,D,D,0
1,71,2015,July,27,3,0,2,A,A,0
1,63,2015,July,27,3,0,2,A,A,0
1,62,2015,July,27,3,0,2,D,D,0
1,101,2015,July,27,3,0,2,A,A,0
0,2,2015,July,27,3,0,2,A,A,0
0,15,2015,July,27,3,0,2,A,A,0
1,51,2015,July,27,3,0,2,A,A,0
0,3,2015,July,27,3,1,2,A,A,0
1,48,2015,July,27,3,1,2,E,E,0
0,2,2015,July,27,3,2,2,A,A,0
0,72,2015,July,27,3,2,2,A,A,0
0,81,2015,July,27,3,2,6,D,D,0
0,99,2015,July,27,3,2,7,A,A,0
1,368,2015,July,27,3,3,7,A,A,0
0,364,2015,July,27,3,3,7,A,A,0
1,81,2015,July,27,3,3,7,A,A,2
0,99,2015,July,27,3,3,7,E,E,0
0,324,2015,July,27,3,4,10,E,E,0
0,69,2015,July,27,3,4,10,F,F,1
1,79,2015,July,27,3,6,15,A,A,0
0,12,2015,July,27,3,0,1,A,C,0
0,9,2015,July,27,3,0,1,A,C,0
0,1,2015,July,27,3,0,1,A,C,0
0,21,2015,July,27,3,0,1,E,E,0
0,9,2015,July,27,3,0,1,C,C,0
0,109,2015,July,27,3,0,1,A,A,0
1,109,2015,July,27,3,0,2,A,A,0
1,72,2015,July,27,3,0,2,A,A,0
1,63,2015,July,27,3,2,5,F,F,0
0,63,2015,July,27,3,2,5,E,E,0
0,101,2015,July,27,3,2,5,D,D,0
0,102,2015,July,27,3,2,5,E,E,0
0,4,2015,July,27,4,2,1,A,C,0
0,98,2015,July,27,4,2,1,D,D,0
0,92,2015,July,27,4,2,4,F,F,0
0,95,2015,July,27,4,2,4,A,C,0
0,102,2015,July,27,4,2,5,E,E,0
1,26,2015,July,27,4,2,5,H,H,0
1,73,2015,July,27,4,2,5,D,D,0
1,102,2015,July,27,4,2,5,A,A,0
0,115,2015,July,27,4,2,5,A,A,0
0,102,2015,July,27,4,2,5,A,A,0
0,86,2015,July,27,4,2,5,D,D,0
0,78,2015,July,27,4,2,5,E,F,0
0,52,2015,July,27,4,2,5,A,A,0
0,29,2015,July,27,4,2,6,E,E,0
1,101,2015,July,27,4,2,6,E,E,0
0,109,2015,July,27,4,2,6,A,A,0
0,92,2015,July,27,4,4,6,D,D,0
0,92,2015,July,27,4,4,6,D,D,0
0,79,2015,July,27,4,4,6,D,D,1
0,2,2015,July,27,4,0,1,H,G,1
0,30,2015,July,27,4,0,1,D,C,0
1,51,2015,July,27,4,0,1,A,A,0
1,36,2015,July,27,4,0,1,E,G,1
1,73,2015,July,27,4,0,1,A,A,0
1,33,2015,July,27,4,0,1,D,D,0
0,32,2015,July,27,4,0,1,H,H,2
0,8,2015,July,27,4,0,1,E,E,0
0,100,2015,July,27,4,1,1,A,C,0
0,1,2015,July,27,4,1,1,A,A,0
0,100,2015,July,27,4,1,1,A,A,0
0,100,2015,July,27,4,1,1,A,C,0
0,9,2015,July,28,5,1,0,A,C,0
1,5,2015,July,28,5,1,0,D,D,0
0,0,2015,July,28,5,1,0,A,C,1
0,9,2015,July,28,5,1,0,A,A,0
0,2,2015,July,28,5,1,0,A,D,0
0,2,2015,July,28,5,1,0,A,E,0
0,9,2015,July,28,5,1,0,A,A,0
1,5,2015,July,28,5,1,0,D,D,0
0,2,2015,July,28,5,1,0,G,G,0
0,44,2015,July,28,5,2,0,G,G,3
0,80,2015,July,28,5,2,0,D,E,0
0,97,2015,July,28,5,2,2,D,D,0
0,109,2015,July,28,5,2,3,A,D,0
0,30,2015,July,28,5,2,3,E,E,0
0,64,2015,July,28,5,2,3,E,E,0
0,39,2015,July,28,5,2,4,H,H,0
0,90,2015,July,28,5,2,4,A,A,0
1,34,2015,July,28,5,2,4,H,H,0
1,93,2015,July,28,5,2,5,D,D,0
0,97,2015,July,28,5,2,5,C,C,1
0,29,2015,July,28,5,2,5,F,F,0
1,101,2015,July,28,5,2,5,A,A,0
0,27,2015,July,28,5,2,5,E,E,0
0,8,2015,July,28,5,4,5,H,H,1
0,82,2015,July,28,5,4,6,D,D,0
0,94,2015,July,28,5,4,6,D,C,3
0,110,2015,July,28,5,4,7,D,D,0
0,96,2015,July,28,5,4,10,A,A,0
0,79,2015,July,28,5,4,10,D,D,0
0,115,2015,July,28,6,1,4,G,G,1
0,111,2015,July,28,6,1,3,A,C,0
0,51,2015,July,28,6,1,3,G,G,0
0,94,2015,July,28,6,1,3,D,D,0
0,81,2015,July,28,6,1,3,G,G,0
0,84,2015,July,28,6,1,3,D,E,1
0,51,2015,July,28,6,1,3,G,G,0
0,111,2015,July,28,6,0,0,A,H,0
0,0,2015,July,28,6,0,0,E,H,0
0,2,2015,July,28,6,1,0,A,E,0
0,7,2015,July,28,6,1,1,A,E,0
0,98,2015,July,28,6,1,1,D,F,0
0,95,2015,July,28,6,1,2,D,D,0
1,48,2015,July,28,6,1,3,E,E,0
0,66,2015,July,28,6,1,3,A,E,0
0,104,2015,July,28,6,1,3,A,C,1
0,28,2015,July,28,6,1,4,E,E,0
0,34,2015,July,28,6,1,4,F,F,0
0,98,2015,July,28,6,1,5,A,C,0
0,104,2015,July,28,6,1,5,E,E,1
0,68,2015,July,28,6,2,5,G,G,0
1,86,2015,July,28,6,2,5,A,A,0
0,258,2015,July,28,6,2,5,A,A,0
0,111,2015,July,28,6,3,5,A,C,0
1,94,2015,July,28,6,3,7,D,D,0
0,112,2015,July,28,6,3,7,A,A,0
0,100,2015,July,28,6,3,7,D,D,1
0,33,2015,July,28,6,3,7,F,F,5
0,97,2015,July,28,6,3,7,D,D,0
0,80,2015,July,28,6,3,8,A,A,1
0,90,2015,July,28,6,4,10,D,D,0
0,111,2015,July,28,6,4,10,A,A,0
0,65,2015,July,28,6,2,5,D,D,0
1,67,2015,July,28,7,0,2,A,A,0
0,55,2015,July,28,7,0,3,A,A,0
0,21,2015,July,28,7,0,3,F,F,0
0,8,2015,July,28,7,0,0,A,A,0
0,8,2015,July,28,7,0,0,A,E,0
0,0,2015,July,28,7,0,1,A,A,0
0,0,2015,July,28,7,0,1,C,C,0
0,0,2015,July,28,7,0,1,A,A,0
0,8,2015,July,28,7,0,4,H,H,2
0,66,2015,July,28,7,0,4,D,D,0
0,88,2015,July,28,7,0,4,D,E,0
0,0,2015,July,28,7,0,4,A,A,2
1,43,2015,July,28,7,0,5,A,A,0
1,88,2015,July,28,7,2,5,E,E,0
0,54,2015,July,28,7,2,5,D,D,0
1,292,2015,July,28,7,2,5,A,A,0
0,112,2015,July,28,7,4,10,D,D,0
0,68,2015,July,28,8,0,3,E,E,0
0,7,2015,July,28,8,0,4,A,A,0
0,1,2015,July,28,8,0,4,A,A,0
1,113,2015,July,28,8,0,4,A,A,0
0,5,2015,July,28,8,0,4,D,D,0
0,83,2015,July,28,8,0,4,A,A,0
1,105,2015,July,28,8,0,4,A,A,0
0,0,2015,July,28,8,0,1,A,A,0
1,1,2015,July,28,8,0,1,A,A,0
1,1,2015,July,28,8,0,1,A,A,0
0,1,2015,July,28,8,0,2,A,F,0
1,102,2015,July,28,8,1,4,A,A,0
0,113,2015,July,28,8,2,4,E,E,1
1,280,2015,July,28,8,2,5,D,D,0
0,96,2015,July,28,8,2,5,E,F,0
0,394,2015,July,28,8,2,5,D,D,0
0,33,2015,July,28,8,2,5,E,E,0
0,82,2015,July,28,8,2,6,A,A,0
0,100,2015,July,28,8,2,7,E,E,1
0,100,2015,July,28,8,2,7,E,E,0
0,17,2015,July,28,9,0,1,C,C,0
0,68,2015,July,28,9,0,2,A,C,0
0,12,2015,July,28,9,0,2,H,G,2
1,77,2015,July,28,9,0,3,D,D,0
1,24,2015,July,28,9,0,3,C,C,0
1,44,2015,July,28,9,0,3,G,G,0
0,78,2015,July,28,9,0,3,A,A,0
1,17,2015,July,28,9,1,3,A,A,0
1,103,2015,July,28,9,1,3,A,A,0
0,16,2015,July,28,9,1,3,A,A,0
0,14,2015,July,28,9,2,3,A,A,0
0,77,2015,July,28,9,2,3,A,A,0
0,90,2015,July,28,9,2,5,A,D,0
0,90,2015,July,28,9,2,5,A,A,0
0,90,2015,July,28,9,2,5,E,E,0
0,366,2015,July,28,9,2,5,E,E,0
0,249,2015,July,28,9,2,5,A,A,0
1,69,2015,July,28,9,2,6,A,A,0
0,10,2015,July,28,10,0,1,A,A,0
0,22,2015,July,28,10,0,2,A,A,0
0,91,2015,July,28,10,0,2,A,A,0
0,23,2015,July,28,10,0,2,A,A,0
0,11,2015,July,28,10,0,2,A,A,0
0,3,2015,July,28,10,0,2,A,A,0
0,13,2015,July,28,10,0,2,G,G,2
0,108,2015,July,28,10,0,2,D,D,1
0,91,2015,July,28,10,0,2,A,A,0
0,37,2015,July,28,10,1,2,C,C,0
0,21,2015,July,28,10,1,2,A,C,0
0,106,2015,July,28,10,1,2,E,E,0
0,30,2015,July,28,10,2,2,F,F,0
0,30,2015,July,28,10,2,2,F,F,0
1,51,2015,July,28,10,2,3,E,E,0
0,79,2015,July,28,10,2,3,A,A,0
0,21,2015,July,28,10,2,3,C,C,1
0,35,2015,July,28,10,2,3,G,G,0
0,78,2015,July,28,10,2,5,A,A,1
0,31,2015,July,28,10,2,5,D,D,1
0,78,2015,July,28,10,2,5,D,D,1
0,78,2015,July,28,10,2,5,E,E,1
0,44,2015,July,28,10,2,5,E,E,2
0,34,2015,July,28,10,2,5,F,F,0
0,87,2015,July,28,10,2,5,C,C,0
0,11,2015,July,28,10,2,6,C,C,0
0,115,2015,July,28,10,2,7,A,A,0
0,86,2015,July,28,10,3,7,D,D,0
0,41,2015,July,28,10,4,7,F,F,0
0,32,2015,July,28,10,4,9,C,C,0
0,34,2015,July,28,10,2,5,D,D,0
0,34,2015,July,28,10,2,5,F,F,0
1,100,2015,July,28,11,2,3,A,A,0
0,44,2015,July,28,11,2,3,A,A,0
0,304,2015,July,28,11,2,4,A,A,1
1,36,2015,July,28,11,2,4,E,E,0
0,117,2015,July,28,11,2,4,D,D,0
0,70,2015,July,28,11,2,4,A,A,0
0,110,2015,July,28,11,2,5,E,E,0
1,109,2015,July,28,11,2,5,A,A,0
0,33,2015,July,28,11,2,2,E,E,0
0,33,2015,July,28,11,2,2,E,E,0
0,33,2015,July,28,11,2,2,E,E,1
0,0,2015,July,28,11,0,1,A,A,0
0,0,2015,July,28,11,0,1,A,A,1
0,0,2015,July,28,11,0,1,G,G,0
0,0,2015,July,28,11,0,1,A,A,0
0,84,2015,July,28,11,1,1,A,A,0
0,71,2015,July,28,11,1,1,A,A,0
0,16,2015,July,28,11,1,1,C,C,0
0,54,2015,July,28,11,2,1,E,F,0
0,8,2015,July,28,11,2,1,A,A,0
0,36,2015,July,28,11,2,5,D,D,0
0,40,2015,July,28,11,2,5,A,A,0
1,59,2015,July,28,11,2,6,D,D,0
0,79,2015,July,28,11,2,6,G,G,1
0,32,2015,July,28,11,4,6,E,E,1
0,110,2015,July,28,11,2,5,A,A,0
0,33,2015,July,28,11,2,5,E,E,0
0,53,2015,July,29,12,1,0,G,G,0
0,2,2015,July,29,12,1,0,A,A,0
0,8,2015,July,29,12,2,4,A,A,0
1,72,2015,July,29,12,2,4,A,A,0
0,12,2015,July,29,12,2,5,A,A,0
0,48,2015,July,29,12,2,5,D,D,0
0,90,2015,July,29,12,2,5,A,A,0
0,34,2015,July,29,12,2,5,D,D,1
1,58,2015,July,29,12,2,5,C,C,0
0,59,2015,July,29,12,2,5,A,A,0
0,90,2015,July,29,12,2,5,A,A,0
0,116,2015,July,29,12,2,5,E,E,0
0,31,2015,July,29,12,2,5,D,D,0
1,51,2015,July,29,12,2,5,A,A,0
0,48,2015,July,29,12,2,5,D,D,0
0,59,2015,July,29,12,2,5,E,E,0
1,97,2015,July,29,12,3,5,E,E,0
0,12,2015,July,29,12,4,5,A,A,0
0,64,2015,July,29,12,4,5,A,A,0
0,31,2015,July,29,12,4,7,D,D,0
0,59,2015,July,29,12,4,7,A,A,0
1,55,2015,July,29,12,4,10,D,D,2
0,81,2015,July,29,12,2,5,A,A,0
0,1,2015,July,29,12,1,0,A,A,0
0,34,2015,July,29,12,2,0,G,G,0
0,13,2015,July,29,12,2,0,A,A,0
0,40,2015,July,29,12,2,0,F,E,0
0,1,2015,July,29,12,2,0,A,B,0
0,34,2015,July,29,12,2,0,A,A,0
0,88,2015,July,29,12,2,1,D,D,1
0,9,2015,July,29,12,2,1,A,A,0
1,24,2015,July,29,12,2,1,A,A,0
0,97,2015,July,29,12,2,2,A,D,0
0,60,2015,July,29,12,2,2,E,E,2
0,100,2015,July,29,12,2,2,G,G,0
0,50,2015,July,29,12,2,3,D,D,0
1,47,2015,July,29,12,2,3,F,F,0
0,8,2015,July,29,12,2,3,H,H,0
0,34,2015,July,29,12,2,3,D,D,0
0,47,2015,July,29,13,2,5,G,G,0
0,115,2015,July,29,13,2,5,A,A,1
1,79,2015,July,29,13,2,5,A,A,0
0,91,2015,July,29,13,2,5,A,A,0
0,98,2015,July,29,13,1,1,A,A,0
0,109,2015,July,29,13,1,1,A,C,0
0,0,2015,July,29,13,1,1,A,C,0
0,98,2015,July,29,13,1,1,A,A,0
0,0,2015,July,29,13,1,1,L,H,0
0,9,2015,July,29,13,1,1,A,A,0
0,62,2015,July,29,13,1,1,A,A,0
1,45,2015,July,29,13,1,1,E,E,0
0,42,2015,July,29,13,1,2,D,E,0
0,54,2015,July,29,13,1,2,A,A,0
0,51,2015,July,29,13,1,2,A,A,0
0,54,2015,July,29,13,1,2,A,A,0
0,58,2015,July,29,13,1,2,E,F,2
0,0,2015,July,29,13,1,3,A,A,0
1,60,2015,July,29,13,1,4,D,D,0
1,321,2015,July,29,13,1,4,A,A,0
0,40,2015,July,29,13,1,4,D,D,0
1,51,2015,July,29,13,1,4,D,D,0
0,38,2015,July,29,13,1,4,D,E,0
1,75,2015,July,29,13,1,4,D,D,0
0,101,2015,July,29,13,1,4,A,A,0
1,42,2015,July,29,13,1,4,D,D,0
0,40,2015,July,29,13,1,4,D,D,0
0,109,2015,July,29,13,1,4,E,E,0
1,81,2015,July,29,13,1,5,A,A,0
1,98,2015,July,29,13,1,5,A,A,0
0,32,2015,July,29,13,1,5,D,C,2
0,72,2015,July,29,13,1,5,A,A,0
0,115,2015,July,29,13,2,5,A,A,0
0,118,2015,July,29,13,2,5,D,D,0
0,81,2015,July,29,13,2,5,E,E,0
1,95,2015,July,29,13,2,5,A,A,0
0,16,2015,July,29,13,1,0,A,A,0
0,56,2015,July,29,13,1,3,A,A,1
0,88,2015,July,29,13,3,5,A,A,0
0,41,2015,July,29,13,3,6,D,D,0
1,40,2015,July,29,14,0,1,D,D,0
0,1,2015,July,29,14,0,1,A,A,0
0,1,2015,July,29,14,0,1,A,A,2
0,1,2015,July,29,14,0,2,D,D,1
1,76,2015,July,29,14,0,4,E,E,0
0,0,2015,July,29,14,0,4,A,C,0
0,49,2015,July,29,14,0,5,E,F,1
0,76,2015,July,29,14,0,5,A,A,0
0,73,2015,July,29,14,1,5,A,A,0
0,73,2015,July,29,14,1,5,E,E,0
0,317,2015,July,29,14,1,5,H,G,1
1,112,2015,July,29,14,2,5,A,A,0
0,6,2015,July,29,14,2,5,A,A,0
0,8,2015,July,29,14,2,5,A,A,1
1,96,2015,July,29,14,2,7,A,A,0
1,96,2015,July,29,14,2,7,A,A,0
0,99,2015,July,29,14,2,7,A,A,0
0,66,2015,July,29,14,2,9,A,B,0
0,38,2015,July,29,14,4,10,D,D,0
0,38,2015,July,29,14,4,10,D,D,1
0,113,2015,July,29,14,4,11,H,H,1
0,0,2015,July,29,14,0,1,A,C,0
1,62,2015,July,29,15,0,3,A,A,0
1,39,2015,July,29,15,0,3,D,D,0
0,37,2015,July,29,15,2,4,D,D,0
1,58,2015,July,29,15,2,5,D,D,0
0,37,2015,July,29,15,2,6,H,H,0
0,57,2015,July,29,15,0,2,A,C,0
0,57,2015,July,29,15,0,2,A,A,0
0,57,2015,July,29,15,0,2,A,A,0
0,57,2015,July,29,15,0,2,A,C,0
0,57,2015,July,29,15,0,2,A,D,0
0,83,2015,July,29,15,2,7,G,G,0
0,57,2015,July,29,15,0,2,A,A,0
0,57,2015,July,29,15,0,2,A,F,1
1,57,2015,July,29,15,0,2,A,A,0
0,57,2015,July,29,15,0,2,A,C,0
0,57,2015,July,29,15,0,2,A,C,1
0,57,2015,July,29,15,0,2,A,E,1
0,57,2015,July,29,15,0,2,A,D,0
0,57,2015,July,29,15,0,2,A,D,0
0,57,2015,July,29,15,0,2,A,C,1
0,57,2015,July,29,15,0,2,A,A,1
0,57,2015,July,29,15,0,2,A,A,0
0,57,2015,July,29,15,0,2,A,A,0
0,57,2015,July,29,15,0,2,A,A,0
0,57,2015,July,29,15,0,2,A,A,0
0,57,2015,July,29,15,0,2,A,C,0
1,66,2015,July,29,16,0,2,G,G,0
0,13,2015,July,29,16,0,2,A,D,0
0,50,2015,July,29,16,0,1,F,F,0
1,48,2015,July,29,16,0,1,A,A,0
1,0,2015,July,29,16,0,1,F,F,0
0,7,2015,July,29,16,0,1,C,C,1
0,0,2015,July,29,16,0,2,H,G,1
1,66,2015,July,29,16,0,2,A,A,0
0,13,2015,July,29,16,0,2,A,D,0
0,66,2015,July,29,16,0,2,A,A,0
0,10,2015,July,29,16,0,3,D,D,0
1,10,2015,July,29,16,0,3,A,A,0
1,58,2015,July,29,16,0,3,A,A,0
1,17,2015,July,29,16,0,3,A,A,0
0,19,2015,July,29,16,0,3,A,D,0
0,10,2015,July,29,16,2,3,D,D,0
1,12,2015,July,29,16,2,3,E,E,0
0,10,2015,July,29,16,2,3,D,D,1
0,63,2015,July,29,16,1,3,A,F,0
1,35,2015,July,29,16,1,3,D,D,0
0,113,2015,July,29,16,2,4,A,A,0
1,35,2015,July,29,16,2,4,D,D,0
0,68,2015,July,29,16,2,5,A,A,0
0,113,2015,July,29,16,2,6,A,A,1
0,21,2015,July,29,16,4,10,E,E,1
0,6,2015,July,29,17,0,0,A,A,0
0,7,2015,July,29,17,0,2,A,F,0
0,17,2015,July,29,17,0,2,E,F,0
0,1,2015,July,29,17,0,2,D,E,0
0,2,2015,July,29,17,0,2,A,A,0
1,15,2015,July,29,17,0,2,A,A,0
1,7,2015,July,29,17,0,2,A,A,0
0,11,2015,July,29,17,0,2,A,D,0
1,6,2015,July,29,17,0,2,A,C,0
0,1,2015,July,29,17,0,2,D,D,0
0,1,2015,July,29,17,0,2,D,E,0
0,48,2015,July,29,17,0,2,D,F,0
0,15,2015,July,29,17,0,2,A,E,0
1,3,2015,July,29,17,0,2,A,A,0
1,23,2015,July,29,17,1,2,A,A,0
0,53,2015,July,29,17,2,3,A,A,0
0,53,2015,July,29,17,2,3,A,A,0
0,94,2015,July,29,17,2,3,A,D,0
0,64,2015,July,29,17,2,3,A,A,0
0,53,2015,July,29,17,2,3,A,A,0
0,53,2015,July,29,17,2,3,A,A,0
0,64,2015,July,29,17,2,3,A,A,0
0,53,2015,July,29,17,2,3,A,A,0
0,24,2015,July,29,17,2,3,G,G,1
0,24,2015,July,29,17,2,4,E,E,0
0,23,2015,July,29,17,2,5,G,G,0
0,53,2015,July,29,17,2,5,A,D,1
1,23,2015,July,29,17,2,5,G,G,0
0,90,2015,July,29,17,2,5,A,A,1
0,79,2015,July,29,17,2,5,E,E,0
0,43,2015,July,29,17,2,5,A,A,0
0,90,2015,July,29,17,2,5,A,A,1
0,65,2015,July,29,17,2,6,A,A,0
0,65,2015,July,29,17,2,6,D,D,0
0,99,2015,July,29,17,2,6,H,H,0
0,25,2015,July,29,17,3,7,F,F,1
0,92,2015,July,29,17,1,2,A,A,3
0,91,2015,July,29,17,1,2,A,A,3
0,38,2015,July,29,17,1,2,E,E,1
0,6,2015,July,29,17,1,2,D,D,0
0,38,2015,July,29,17,1,2,D,D,0
0,13,2015,July,29,17,1,2,A,A,0
1,32,2015,July,29,17,1,2,D,D,0
0,315,2015,July,29,17,1,2,A,D,0
0,8,2015,July,29,17,1,2,A,D,0
1,0,2015,July,29,17,0,1,L,C,0
0,91,2015,July,29,17,1,2,A,A,4
0,3,2015,July,29,17,1,2,A,C,0
0,9,2015,July,29,17,2,2,A,A,0
0,19,2015,July,29,18,2,1,D,F,0
0,25,2015,July,29,18,2,4,E,E,0
0,108,2015,July,29,18,2,4,A,A,1
1,37,2015,July,29,18,2,4,C,C,0
0,45,2015,July,29,18,2,5,D,D,0
0,64,2015,July,29,18,2,5,E,E,0
0,44,2015,July,29,18,2,2,E,E,1
0,26,2015,July,29,18,2,2,A,A,0
1,96,2015,July,29,18,2,2,A,A,0
1,123,2015,July,29,18,2,2,E,E,1
1,42,2015,July,29,18,2,3,H,H,0
0,59,2015,July,29,18,2,3,E,E,0
0,28,2015,July,29,18,2,3,A,A,0
0,106,2015,July,29,18,2,3,C,C,0
0,1,2015,July,29,18,0,1,D,D,0
0,0,2015,July,29,18,0,1,C,C,0
0,4,2015,July,29,18,1,1,G,G,0
0,3,2015,July,29,18,2,1,D,E,0
0,73,2015,July,29,18,2,5,D,D,0
0,44,2015,July,29,18,2,5,E,E,0
0,95,2015,July,29,18,2,5,A,A,0
0,94,2015,July,29,18,2,5,A,D,0
1,40,2015,July,29,18,2,5,D,D,0
0,64,2015,July,29,18,2,5,D,D,0
0,64,2015,July,29,18,2,5,D,D,0
0,94,2015,July,29,18,2,5,A,D,0
0,57,2015,July,29,18,2,6,A,A,0
1,60,2015,July,29,18,2,6,D,D,0
0,57,2015,July,29,18,2,6,A,A,0
0,87,2015,July,29,18,4,10,A,A,0
0,0,2015,July,30,19,1,0,A,A,0
0,0,2015,July,30,19,1,0,A,A,0
0,6,2015,July,30,19,1,0,D,D,0
0,0,2015,July,30,19,1,0,A,A,0
0,19,2015,July,30,19,1,0,A,A,0
0,4,2015,July,30,19,2,0,E,E,0
1,59,2015,July,30,19,2,1,E,E,0
0,44,2015,July,30,19,2,2,A,A,0
1,37,2015,July,30,19,2,2,D,D,0
0,66,2015,July,30,19,2,3,A,A,0
1,38,2015,July,30,19,2,4,D,D,0
1,62,2015,July,30,19,2,5,E,E,0
0,41,2015,July,30,19,2,5,C,C,0
1,60,2015,July,30,19,2,5,A,A,0
0,104,2015,July,30,19,2,5,D,D,0
1,62,2015,July,30,19,2,5,E,E,0
0,117,2015,July,30,19,2,5,A,A,1
1,31,2015,July,30,19,2,5,D,D,0
0,34,2015,July,30,19,2,5,D,D,0
0,47,2015,July,30,19,2,4,A,A,0
1,24,2015,July,30,19,2,4,G,G,0
1,104,2015,July,30,19,2,4,A,A,0
0,104,2015,July,30,19,2,5,D,D,0
0,32,2015,July,30,19,2,5,D,D,0
1,47,2015,July,30,19,3,5,G,G,0
0,29,2015,July,30,19,4,6,C,C,0
0,30,2015,July,30,19,4,10,D,D,0
0,123,2015,July,30,19,2,4,E,E,2
0,14,2015,July,30,20,1,0,A,C,0
1,118,2015,July,30,20,1,2,G,G,0
0,0,2015,July,30,20,0,0,A,I,0
0,0,2015,July,30,20,0,0,A,I,0
0,79,2015,July,30,20,1,3,A,C,0
0,63,2015,July,30,20,1,3,A,D,0
0,68,2015,July,30,20,1,3,A,C,3
0,96,2015,July,30,20,1,3,A,A,0
1,41,2015,July,30,20,1,3,D,D,0
0,46,2015,July,30,20,1,3,E,E,0
1,41,2015,July,30,20,1,3,D,D,0
1,60,2015,July,30,20,1,4,G,G,0
0,41,2015,July,30,20,1,4,A,A,0
1,69,2015,July,30,20,1,4,D,D,0
1,41,2015,July,30,20,1,5,G,G,0
0,52,2015,July,30,20,1,5,A,D,0
1,41,2015,July,30,20,1,5,D,D,1
0,89,2015,July,30,20,2,5,E,E,0
1,28,2015,July,30,20,2,5,F,F,0
0,65,2015,July,30,20,2,5,C,C,0
0,82,2015,July,30,20,2,5,A,A,0
0,42,2015,July,30,20,2,5,A,A,0
0,62,2015,July,30,20,2,5,D,D,1
1,86,2015,July,30,20,2,5,A,A,1
1,118,2015,July,30,20,2,5,G,G,0
0,28,2015,July,30,20,2,5,F,F,0
1,52,2015,July,30,20,3,6,A,A,0
1,49,2015,July,30,20,3,6,D,D,0
0,39,2015,July,30,20,3,7,D,D,1
0,39,2015,July,30,20,3,7,D,D,0
0,39,2015,July,30,20,3,7,D,D,0
1,7,2015,July,30,20,3,8,A,A,0
1,7,2015,July,30,20,3,8,A,A,0
1,42,2015,July,30,21,0,2,E,E,0
